cluster	Exp
EOG7FRHBD	524.0591664
EOG7FRHBF	1.632343762
EOG7FRHBG	20.32425349
EOG7FRHBH	253.5365318
EOG7FRHBJ	1710.562494
EOG7FRHBK	0.4592715
EOG7FRHBN	4.654898976
EOG7FRHBR	0.16612805
EOG7FVCJB	1.683938017
EOG7FVCJC	35.65590551
EOG7FVCJD	34.85009294
EOG7FVCJF	215.8082605
EOG7FVCJG	87.05878959
EOG7FVCJH	164.0160979
EOG7FVCJJ	4.025181262
EOG7FVCJK	63.79426232
EOG7FVCJM	21.10689071
EOG7FVCJN	176.0513555
EOG7FVCJP	104.4722067
EOG7FVCJQ	153.048464
EOG7FVCJR	63.09013901
EOG7FVCJT	5.332308927
EOG7FVCJV	225.756171
EOG7FVCJW	94.57422026
EOG7FVCJX	97.13086598
EOG7FVCJZ	144.0522813
EOG7FVCK0	156.0275744
EOG7FVCK1	0.476859513
EOG7FVCK2	302.291317
EOG7FVCK3	29.29780977
EOG7FVCK4	20.43774691
EOG7FVCK5	67.02666199
EOG7FVCK6	242.4303559
EOG7FVCK7	3.834449377
EOG7FVCK8	69.62948739
EOG7FVCK9	198.7887769
EOG7FVCKC	25.86780123
EOG7FVCKD	601.3740584
EOG7FVCKH	137.9531069
EOG7FVCKJ	54.07082272
EOG7FVCKQ	54.41662905
EOG7FZ7S8	89.99187694
EOG7FZ7S9	90.66081998
EOG7FZ7SB	69.60556337
EOG7FZ7SC	1.906097824
EOG7FZ7SD	122.1548326
EOG7FZ7SF	56.95414498
EOG7FZ7SG	16.70218638
EOG7FZ7SH	35.04675075
EOG7FZ7SJ	295.1308033
EOG7FZ7SK	66.13700835
EOG7FZ7SM	30.98746991
EOG7FZ7SN	17.05323555
EOG7FZ7SP	26.68242732
EOG7FZ7SQ	65.18535546
EOG7FZ7SR	289.5177176
EOG7FZ7SS	56.18639355
EOG7FZ7ST	97.70771529
EOG7FZ7SV	364.2431103
EOG7FZ7SW	6.295917304
EOG7FZ7SX	948.81025
EOG7FZ7T0	0.502097982
EOG7FZ7T1	21.28297375
EOG7FZ7T2	26.91391043
EOG7FZ7T3	8.922006587
EOG7FZ7T4	136.5486685
EOG7FZ7T5	4.392670982
EOG7FZ7T6	1.654102379
EOG7FZ7T7	3.994523153
EOG7FZ7T8	220.714139
EOG7FZ7TB	53.28513801
EOG7FZ7TC	110.4840755
EOG7FZ7TG	84.83740131
EOG7FZ7TJ	300.0649618
EOG7FZ7TK	0.83721765
EOG7FZ7TP	311.9582678
EOG7G2417	25.80774356
EOG7G2419	116.2312976
EOG7G241B	3.117648712
EOG7G241C	139.6842567
EOG7G241F	30.10615801
EOG7G241G	95.72136288
EOG7G241H	154.8716212
EOG7G241J	114.1175097
EOG7G241K	12.59812157
EOG7G241M	144.0889485
EOG7G241N	71.36547827
EOG7G241Q	854.1506292
EOG7G241R	0.68107809
EOG7G241S	157.0690302
EOG7G241T	138.9223991
EOG7G241V	51.20513313
EOG7G241W	83.58607101
EOG7G241X	32.32136842
EOG7G241Z	2.321094188
EOG7G2421	1.70619313
EOG7G2422	2058.544417
EOG7G2423	3.701582827
EOG7G2424	262.8610112
EOG7G2425	83.68229805
EOG7G2426	121.6905494
EOG7G2427	28.38908133
EOG7G2428	27.19488168
EOG7G2429	133.6962336
EOG7G242C	368.2146086
EOG7G242D	128.8636286
EOG7G242F	0.7341057
EOG7G5085	17.88440612
EOG7G5086	27.46000033
EOG7G5087	13.44352122
EOG7G5088	82.78185172
EOG7G5089	484.3125062
EOG7G508B	76.31923643
EOG7G508C	129.8483562
EOG7G508D	3.366717288
EOG7G508F	17.52373505
EOG7G508G	33.7474471
EOG7G508H	77.41238712
EOG7G508J	1.698416052
EOG7G508K	27.44094783
EOG7G508M	13.44786875
EOG7G508N	20.5467537
EOG7G508P	172.0555249
EOG7G508Q	152.579069
EOG7G508R	55.95977452
EOG7G508S	29.73196986
EOG7G508T	56.41166269
EOG7G508V	126.1739795
EOG7G508W	113.780283
EOG7G508X	181.3008973
EOG7G508Z	225.7237491
EOG7G5090	4.92462754
EOG7G5092	141.1122543
EOG7G5093	159.9151995
EOG7G5095	47.58259232
EOG7G5096	137.2844148
EOG7G5097	0.398684972
EOG7G5098	150.8692122
EOG7G5099	246.4245367
EOG7G509B	15.3627295
EOG7G509D	23.74198077
EOG7G7VH3	44.34102414
EOG7G7VH4	1.172770262
EOG7G7VH5	40.68461154
EOG7G7VH6	79.42710145
EOG7G7VH7	230.9569612
EOG7G7VH8	37.4012572
EOG7G7VH9	5.471318758
EOG7G7VHB	134.0613741
EOG7G7VHC	10.79165795
EOG7G7VHD	6.492689577
EOG7G7VHF	126.8271843
EOG7G7VHG	4.690028187
EOG7G7VHH	30.25819504
EOG7G7VHJ	18.48082382
EOG7G7VHK	9.53360155
EOG7G7VHM	55.08560322
EOG7G7VHN	135.8661552
EOG7G7VHP	61.65869224
EOG7G7VHQ	57.1321867
EOG7G7VHR	73.17133975
EOG7G7VHS	136.6845538
EOG7G7VHT	1.131224551
EOG7G7VHV	278.4862486
EOG7G7VHW	7.153124931
EOG7G7VHX	1.930971255
EOG7G7VHZ	778.8334082
EOG7G7VJ0	199.3526995
EOG7G7VJ1	2.257213608
EOG7G7VJ2	242.2830257
EOG7G7VJ5	139.557974
EOG7G7VJ6	1181.225351
EOG7G7VJ8	740.0678186
EOG7G7VJ9	38.73591537
EOG7G7VJC	356.4214933
EOG7G7VJF	4.790806261
EOG7GBQR0	7.480192513
EOG7GBQR1	236.3498968
EOG7GBQR2	1.091403347
EOG7GBQR3	34.74809434
EOG7GBQR4	71.72080902
EOG7GBQR5	94.79127188
EOG7GBQR6	41.57745846
EOG7GBQR7	29.10201585
EOG7GBQR8	6.490568752
EOG7GBQR9	26.25821741
EOG7GBQRB	62.67104403
EOG7GBQRC	174.1001721
EOG7GBQRD	1.284459719
EOG7GBQRF	8.563517071
EOG7GBQRG	20.96779053
EOG7GBQRH	155.9300057
EOG7GBQRJ	18.75980332
EOG7GBQRK	93.29921655
EOG7GBQRM	276.7640043
EOG7GBQRN	14.4963029
EOG7GBQRQ	100.3816896
EOG7GBQRR	0.946282403
EOG7GBQRS	0.424016758
EOG7GBQRT	2.324748541
EOG7GBQRV	138.9174048
EOG7GBQRW	118.463268
EOG7GBQRX	298.6242893
EOG7GBQRZ	6.579512416
EOG7GBQS2	7.035267482
EOG7GBQS3	#DIV/0!
EOG7GBQS4	6.651066376
EOG7GBQS7	169.9810463
EOG7GBQS9	197.8900582
EOG7GFKZW	201.4197078
EOG7GFKZX	19.53277301
EOG7GFKZZ	13.11377033
EOG7GFM00	67.92411115
EOG7GFM01	176.4151581
EOG7GFM02	0.304642017
EOG7GFM03	20.41077224
EOG7GFM04	2.56683352
EOG7GFM05	212.2348442
EOG7GFM06	44.11017518
EOG7GFM07	49.46268627
EOG7GFM09	133.348223
EOG7GFM0B	468.5799964
EOG7GFM0C	60.54434801
EOG7GFM0D	189.0118364
EOG7GFM0F	2.194093045
EOG7GFM0H	5.151942675
EOG7GFM0J	180.5852454
EOG7GFM0K	48.6840974
EOG7GFM0M	79.37876536
EOG7GFM0N	129.4047964
EOG7GFM0P	343.1487298
EOG7GFM0R	101.6174168
EOG7GFM0V	762.3518357
EOG7GFM0W	15.3309405
EOG7GFM0X	85.68276373
EOG7GFM0Z	99.88377589
EOG7GFM10	14.54370099
EOG7GFM11	5.211762384
EOG7GFM12	255.8708771
EOG7GFM13	8.452028767
EOG7GJG6Z	41.18972916
EOG7GJG70	35.78304846
EOG7GJG71	49.82079628
EOG7GJG72	24.71493504
EOG7GJG73	20.54298263
EOG7GJG74	29.50140873
EOG7GJG75	69.72660616
EOG7GJG76	32.00855664
EOG7GJG77	4.017820216
EOG7GJG78	80.1901335
EOG7GJG79	103.846435
EOG7GJG7B	100.5971061
EOG7GJG7C	283.3619442
EOG7GJG7D	1.428138224
EOG7GJG7F	65.97158194
EOG7GJG7G	9.404299584
EOG7GJG7H	9.050919775
EOG7GJG7J	37.40497427
EOG7GJG7K	97.64034936
EOG7GJG7M	0.790252978
EOG7GJG7N	2.320200398
EOG7GJG7P	2.436705224
EOG7GJG7Q	77.65454921
EOG7GJG7R	172.674801
EOG7GJG7S	163.1517314
EOG7GJG7V	8.867756852
EOG7GJG7X	96.99464355
EOG7GJG81	83.84094252
EOG7GJG82	405.9412963
EOG7GJG83	2.828776538
EOG7GJG84	7.931368354
EOG7GJG85	2.61095976
EOG7GJG87	9.901488455
EOG7GJG89	17.78869344
EOG7GNBFR	4.943100261
EOG7GNBFS	15.21313977
EOG7GNBFT	62.95959977
EOG7GNBFV	14.04876991
EOG7GNBFW	9.835510706
EOG7GNBFX	65.95503148
EOG7GNBFZ	291.1375392
EOG7GNBG0	3.673380615
EOG7GNBG1	191.5474583
EOG7GNBG2	95.25685013
EOG7GNBG3	3.527966806
EOG7GNBG4	117.5944108
EOG7GNBG5	451.4453415
EOG7GNBG6	69.52770813
EOG7GNBG7	8.026475746
EOG7GNBG8	180.6276161
EOG7GNBG9	1.573094362
EOG7GNBGB	10.9127941
EOG7GNBGC	296.6470274
EOG7GNBGD	122.4021793
EOG7GNBGF	158.7907683
EOG7GNBGG	78.1434913
EOG7GNBGH	206.5478708
EOG7GNBGJ	2.70159011
EOG7GNBGK	22.22103907
EOG7GNBGM	112.1161097
EOG7GNBGN	102.579486
EOG7GNBGP	1.1892056
EOG7GNBGR	187.1773284
EOG7GNBGS	273.6611202
EOG7GNBGT	3.933441
EOG7GNBGW	110.010012
EOG7GNBGX	153.92534
EOG7GNBH2	34.622242
EOG7GR6PP	35.4144383
EOG7GR6PQ	18.83980154
EOG7GR6PR	131.181877
EOG7GR6PS	10.22962227
EOG7GR6PT	26.25933152
EOG7GR6PV	67.0656627
EOG7GR6PW	90.4717772
EOG7GR6PX	81.15858972
EOG7GR6PZ	89.149141
EOG7GR6Q0	58.00956983
EOG7GR6Q1	211.2968937
EOG7GR6Q2	134.0729282
EOG7GR6Q3	224.6090294
EOG7GR6Q4	150.6657346
EOG7GR6Q5	25.45874134
EOG7GR6Q6	6.297808131
EOG7GR6Q7	120.3036638
EOG7GR6Q8	7.56924699
EOG7GR6Q9	1.584253956
EOG7GR6QB	38.89248748
EOG7GR6QC	7.8101241
EOG7GR6QF	107.5925044
EOG7GR6QG	136.6325929
EOG7GR6QH	150.6904753
EOG7GR6QJ	318.464325
EOG7GR6QM	88.91517557
EOG7GR6QN	62.92448659
EOG7GR6QQ	36.26152984
EOG7GR6QR	4.241180111
EOG7GR6QS	3.995106171
EOG7GR6QT	91.90612653
EOG7GR6QV	1.128460093
EOG7GR6QX	129.5315612
EOG7GR6QZ	78.15217566
EOG7GR6R0	1.611990623
EOG7GV2XQ	11.09208084
EOG7GV2XR	80.50663333
EOG7GV2XS	61.10179018
EOG7GV2XT	23.41919469
EOG7GV2XV	87.86260424
EOG7GV2XW	0.48055352
EOG7GV2XX	2.710114888
EOG7GV2XZ	138.034836
EOG7GV2Z0	9.971012029
EOG7GV2Z1	24.58687103
EOG7GV2Z2	224.7039245
EOG7GV2Z3	33.92962328
EOG7GV2Z4	74.79691227
EOG7GV2Z5	98.58456857
EOG7GV2Z6	100.6271271
EOG7GV2Z7	1.92553672
EOG7GV2Z8	148.8302274
EOG7GV2Z9	3.448295665
EOG7GV2ZB	55.44404396
EOG7GV2ZC	83.75874837
EOG7GV2ZD	59.25544849
EOG7GV2ZF	249.7272005
EOG7GV2ZG	110.0454861
EOG7GV2ZK	160.1463293
EOG7GV2ZM	5.398728822
EOG7GV2ZN	3.985085127
EOG7GV2ZP	164.4030713
EOG7GV2ZQ	173.5177197
EOG7GV2ZR	40.60053767
EOG7GV2ZS	145.379276
EOG7GV2ZT	132.8771548
EOG7GV2ZW	842.4109373
EOG7GV2ZX	529.5973936
EOG7GV2ZZ	29.06277167
EOG7GV301	85.61331918
EOG7GXZ5K	1.327963086
EOG7GXZ5M	22.34523052
EOG7GXZ5N	158.1837428
EOG7GXZ5P	34.48406189
EOG7GXZ5Q	104.3814631
EOG7GXZ5R	80.09715192
EOG7GXZ5S	10.63886015
EOG7GXZ5T	702.5538585
EOG7GXZ5V	53.20110162
EOG7GXZ5W	2.8779321
EOG7GXZ5X	628.145384
EOG7GXZ5Z	51.74348574
EOG7GXZ60	8.733959833
EOG7GXZ61	7.979216866
EOG7GXZ62	37.76398317
EOG7GXZ63	27.53959795
EOG7GXZ64	26.04305769
EOG7GXZ65	90.44870351
EOG7GXZ66	5.801181894
EOG7GXZ67	56.48201323
EOG7GXZ68	231.084757
EOG7GXZ69	46.45495337
EOG7GXZ6B	58.26745353
EOG7GXZ6C	86.86864571
EOG7GXZ6F	15.24748212
EOG7GXZ6G	74.16310017
EOG7GXZ6J	117.70292
EOG7GXZ6K	47.15146924
EOG7GXZ6M	4.085195941
EOG7GXZ6N	68.38506878
EOG7GXZ6P	0.074704973
EOG7GXZ6R	4.859656853
EOG7GXZ6T	2.060431878
EOG7GXZ6W	66.74687064
EOG7GXZ79	3.397800986
EOG7H1TDH	38.36402925
EOG7H1TDJ	6.273244518
EOG7H1TDK	65.88764252
EOG7H1TDM	163.8179736
EOG7H1TDN	43.60722396
EOG7H1TDP	96.78929754
EOG7H1TDQ	15.87648834
EOG7H1TDR	194.8118012
EOG7H1TDS	2.901905647
EOG7H1TDT	20.23587994
EOG7H1TDW	6.748091284
EOG7H1TDX	80.5716321
EOG7H1TDZ	20.31128758
EOG7H1TF1	109.8538033
EOG7H1TF6	252.6180141
EOG7H1TF7	0.377478414
EOG7H1TF8	0.996095831
EOG7H1TF9	1.612194963
EOG7H1TFB	21.6478005
EOG7H1TFC	359.1320071
EOG7H1TFD	101.9151184
EOG7H1TFF	138.4213555
EOG7H1TFG	1.29466042
EOG7H1TFH	289.6353887
EOG7H1TFJ	2.105064906
EOG7H1TFK	125.6658135
EOG7H1TFN	1.109902252
EOG7H1TFP	22.80302826
EOG7H1TFR	0.848279959
EOG7H4PNJ	180.1900401
EOG7H4PNM	132.6903326
EOG7H4PNN	114.4291394
EOG7H4PNP	131.026277
EOG7H4PNR	2.780103743
EOG7H4PNS	105.5065807
EOG7H4PNT	157.5488807
EOG7H4PNV	15.79213571
EOG7H4PNW	33.24452341
EOG7H4PNX	2.16721415
EOG7H4PNZ	65.35504515
EOG7H4PP0	20.68693635
EOG7H4PP1	34.08293209
EOG7H4PP2	64.51796363
EOG7H4PP3	414.5973054
EOG7H4PP4	114.5665
EOG7H4PP6	530.0200741
EOG7H4PPB	1.63491149
EOG7H4PPD	111.1947182
EOG7H4PPF	88.31351291
EOG7H4PPG	0.663019594
EOG7H4PPH	43.18387666
EOG7H4PPJ	70.49556259
EOG7H4PPK	1.70089905
EOG7H4PPM	181.8301593
EOG7H4PPN	264.462057
EOG7H4PPQ	12.19966589
EOG7H4PPR	53.71235371
EOG7H4PPS	1.376643213
EOG7H4PPV	64.02211923
EOG7H4PQ6	2.314523794
EOG7H7JWC	3.958965251
EOG7H7JWD	40.05928067
EOG7H7JWF	45.80467175
EOG7H7JWG	6.699610923
EOG7H7JWH	403.7049228
EOG7H7JWJ	43.3572347
EOG7H7JWK	0.665353069
EOG7H7JWM	69.5624373
EOG7H7JWN	73.14497849
EOG7H7JWP	71.97670457
EOG7H7JWQ	36.61641838
EOG7H7JWR	47.31318396
EOG7H7JWS	1.205522625
EOG7H7JWT	138.5851702
EOG7H7JWV	36.55190595
EOG7H7JWW	48.96578515
EOG7H7JWX	1.067537915
EOG7H7JX0	80.83737071
EOG7H7JX1	144.8191736
EOG7H7JX3	148.7248403
EOG7H7JX4	32.52165086
EOG7H7JX5	170.5952108
EOG7H7JX6	2739.551692
EOG7H7JX7	94.54522851
EOG7H7JXB	472.1797469
EOG7H7JXC	81.35446715
EOG7H7JXF	3.093065888
EOG7H7JXG	527.1445013
EOG7H7JXH	8.630538485
EOG7H7JXJ	0.700197263
EOG7H7JXM	3.387609449
EOG7HBF47	49.16073455
EOG7HBF48	7.491025592
EOG7HBF49	35.36585346
EOG7HBF4B	9.715406594
EOG7HBF4C	3.048903445
EOG7HBF4D	102.7517358
EOG7HBF4F	31.61402785
EOG7HBF4G	53.09722909
EOG7HBF4H	3.343140945
EOG7HBF4J	122.6242676
EOG7HBF4K	38.22172729
EOG7HBF4M	111.1807218
EOG7HBF4N	46.81051579
EOG7HBF4P	27.39309609
EOG7HBF4Q	48.80292517
EOG7HBF4R	105.273624
EOG7HBF4S	182.4079838
EOG7HBF4V	310.8302558
EOG7HBF4W	39.29817674
EOG7HBF4X	4.561715557
EOG7HBF4Z	63.07220165
EOG7HBF50	12.72903185
EOG7HBF51	45.43831608
EOG7HBF52	69.13115181
EOG7HBF53	104.68289
EOG7HBF54	115.5968744
EOG7HBF55	28.84340203
EOG7HBF56	1220.06841
EOG7HBF57	130.5367566
EOG7HBF58	22.97578321
EOG7HBF59	57.40832222
EOG7HBF5B	0.194285691
EOG7HBF5D	76.5749654
EOG7HBF5G	12.51078356
EOG7HF9CB	59.35065275
EOG7HF9CC	72.35979787
EOG7HF9CD	115.9585345
EOG7HF9CF	46.6995481
EOG7HF9CG	1.45378182
EOG7HF9CH	30.68202328
EOG7HF9CJ	105.241058
EOG7HF9CK	53.55064903
EOG7HF9CM	9.627118262
EOG7HF9CN	112.4319297
EOG7HF9CP	28.37997685
EOG7HF9CQ	113.3904645
EOG7HF9CR	94.89894348
EOG7HF9CS	231.5836218
EOG7HF9CT	4.814047127
EOG7HF9CV	143.307283
EOG7HF9CW	168.3084057
EOG7HF9CX	736.7849125
EOG7HF9CZ	91.41423729
EOG7HF9D0	67.16413287
EOG7HF9D1	29.92557063
EOG7HF9D2	56.09558855
EOG7HF9D3	114.166536
EOG7HF9D4	10.43222741
EOG7HF9D5	73.45859499
EOG7HF9D6	289.1141492
EOG7HF9D7	74.99951439
EOG7HF9D8	105.5404571
EOG7HF9D9	46.5554318
EOG7HF9DB	16.21698236
EOG7HF9DC	161.0638706
EOG7HF9DD	38.85991023
EOG7HF9DF	104.977629
EOG7HF9DG	8.652318389
EOG7HF9DH	312.2948174
EOG7HJ5M5	104.6489063
EOG7HJ5M6	271.4664262
EOG7HJ5M7	9.774602654
EOG7HJ5M8	8.070617781
EOG7HJ5M9	0.848367739
EOG7HJ5MB	16.65435654
EOG7HJ5MC	53.91314733
EOG7HJ5MD	160.5542395
EOG7HJ5MF	292.2059957
EOG7HJ5MG	82.05580255
EOG7HJ5MH	52.94859127
EOG7HJ5MJ	2.198926481
EOG7HJ5MK	179.3665828
EOG7HJ5MM	34.65004
EOG7HJ5MN	29.5821894
EOG7HJ5MQ	117.6697135
EOG7HJ5MR	33.62018914
EOG7HJ5MS	9.076704619
EOG7HJ5MT	5.604745224
EOG7HJ5MV	97.71231223
EOG7HJ5MW	219.6542987
EOG7HJ5MX	34.03466896
EOG7HJ5MZ	608.7718054
EOG7HJ5N0	108.6864736
EOG7HJ5N1	103.8699666
EOG7HJ5N3	183.1357677
EOG7HJ5N4	121.1978862
EOG7HJ5N5	21.50374396
EOG7HJ5N7	12.11497037
EOG7HJ5N9	2758.71052
EOG7HJ5NB	134.5866315
EOG7HJ5NG	0.55132086
EOG7HN1V1	2.545258119
EOG7HN1V2	54.7890466
EOG7HN1V3	302.4050536
EOG7HN1V4	61.18990959
EOG7HN1V5	1.928884696
EOG7HN1V6	53.12046321
EOG7HN1V7	163.9906802
EOG7HN1V8	188.8580585
EOG7HN1V9	13.11661724
EOG7HN1VB	89.12158314
EOG7HN1VC	16.10681157
EOG7HN1VD	226.2517588
EOG7HN1VF	49.95967273
EOG7HN1VG	1.196820487
EOG7HN1VH	321.5104975
EOG7HN1VJ	1.37437374
EOG7HN1VK	9.547291065
EOG7HN1VM	114.7128947
EOG7HN1VN	84.83615161
EOG7HN1VP	257.3646914
EOG7HN1VQ	325.9238837
EOG7HN1VR	195.5288497
EOG7HN1VT	182.7502502
EOG7HN1VV	113.4365719
EOG7HN1VW	0.5832024
EOG7HN1VZ	207.0952413
EOG7HN1W0	124.2587807
EOG7HN1W1	92.96369043
EOG7HN1W3	76.80115881
EOG7HN1W4	5.72690131
EOG7HN1W5	180.9388495
EOG7HN1W6	1.5454336
EOG7HN1W7	106.0597811
EOG7HQX34	144.1416427
EOG7HQX35	3.332645145
EOG7HQX36	24.09841955
EOG7HQX37	1.212001008
EOG7HQX38	24.89581184
EOG7HQX39	11.03515338
EOG7HQX3B	39.29553781
EOG7HQX3C	37.01599863
EOG7HQX3D	7.696511207
EOG7HQX3F	49.42158793
EOG7HQX3G	88.53196141
EOG7HQX3H	142.0651767
EOG7HQX3J	22.49856141
EOG7HQX3K	18.20767839
EOG7HQX3M	23.71601358
EOG7HQX3N	474.1099382
EOG7HQX3P	79.84049468
EOG7HQX3Q	140.6087435
EOG7HQX3R	86.40859934
EOG7HQX3S	1.32634112
EOG7HQX3T	102.3727039
EOG7HQX3W	162.0682794
EOG7HQX3X	4.7531612
EOG7HQX3Z	52.81447635
EOG7HQX40	125.4096536
EOG7HQX41	266.9097164
EOG7HQX42	153.1290002
EOG7HQX43	77.39393648
EOG7HQX44	5.631411241
EOG7HQX46	145.5238843
EOG7HQX48	0.49269718
EOG7HQX4D	11.21917172
EOG7HTS9Z	417.0333704
EOG7HTSB0	75.03474725
EOG7HTSB1	2.588766295
EOG7HTSB2	48.78606739
EOG7HTSB4	1.767184691
EOG7HTSB5	61.8817436
EOG7HTSB6	253.8265663
EOG7HTSB7	11.89160453
EOG7HTSB9	8.738957777
EOG7HTSBB	80.17879811
EOG7HTSBC	217.3281326
EOG7HTSBD	28.2531813
EOG7HTSBF	70.18844271
EOG7HTSBG	0.822716673
EOG7HTSBH	32.2788574
EOG7HTSBJ	370.2441238
EOG7HTSBK	84.91751281
EOG7HTSBM	53.47867833
EOG7HTSBN	137.7647624
EOG7HTSBP	2.286462239
EOG7HTSBQ	65.6324774
EOG7HTSBR	216.0994432
EOG7HTSBS	2.624995009
EOG7HTSBT	88.49095151
EOG7HTSBV	23.08962091
EOG7HTSBW	3.891147915
EOG7HTSBX	58.76781974
EOG7HTSBZ	23.64856123
EOG7HTSC0	216.7045505
EOG7HTSC1	78.810675
EOG7HTSC2	3.266778948
EOG7HTSC3	0.505724466
EOG7HTSC4	80.99868303
EOG7HTSC5	47.05637164
EOG7HTSC8	43.44824714
EOG7HXNJV	56.86264501
EOG7HXNJW	19.89277705
EOG7HXNJX	22.70675366
EOG7HXNJZ	14.49487375
EOG7HXNK0	422.6179603
EOG7HXNK1	1.555571346
EOG7HXNK2	99.30298715
EOG7HXNK3	28.45303425
EOG7HXNK4	48.14121434
EOG7HXNK5	103.9426634
EOG7HXNK6	2.319043526
EOG7HXNK7	7.35043319
EOG7HXNK8	28.74630161
EOG7HXNKB	1.591206466
EOG7HXNKC	7.783321054
EOG7HXNKD	79.83842244
EOG7HXNKG	91.39390381
EOG7HXNKH	43.25454958
EOG7HXNKJ	46.91083474
EOG7HXNKK	152.7047252
EOG7HXNKM	152.7320035
EOG7HXNKP	460.0346942
EOG7HXNKR	8.890500064
EOG7HXNKS	86.93196306
EOG7HXNKV	0.364369
EOG7HXNKZ	95.80259138
EOG7HXNM1	1.307634575
EOG7J1HSZ	28.14362151
EOG7J1HT0	52.17630802
EOG7J1HT1	3.976271603
EOG7J1HT2	63.51087605
EOG7J1HT3	137.3770582
EOG7J1HT4	1.33323328
EOG7J1HT5	1.752476877
EOG7J1HT6	79.42752969
EOG7J1HT7	44.78808577
EOG7J1HT8	48.38295026
EOG7J1HT9	57.57653039
EOG7J1HTB	10.70694668
EOG7J1HTC	58.8056384
EOG7J1HTD	68.04517583
EOG7J1HTF	177.3606514
EOG7J1HTG	48.34839364
EOG7J1HTH	116.6892977
EOG7J1HTJ	90.92096155
EOG7J1HTK	56.65982774
EOG7J1HTP	92.27904078
EOG7J1HTQ	2.201572083
EOG7J1HTR	36.39184784
EOG7J1HTS	3.210527192
EOG7J1HTV	44.72586959
EOG7J1HTW	111.1321052
EOG7J1HTX	1.343180695
EOG7J1HTZ	95.65864542
EOG7J1HV0	277.685052
EOG7J1HV1	29.33709312
EOG7J1HV2	3.00226488
EOG7J1HV5	15.54753776
EOG7J1HV6	31.72423014
EOG7J1HV7	94.0383764
EOG7J1HV8	10.36407521
EOG7J1HV9	0.46811038
EOG7J4D1Q	104.8703745
EOG7J4D1R	91.99309426
EOG7J4D1S	12.9764565
EOG7J4D1T	2.778954734
EOG7J4D1V	28.37898916
EOG7J4D1W	82.01776159
EOG7J4D1X	1.048577581
EOG7J4D1Z	53.97808733
EOG7J4D20	75.84625003
EOG7J4D21	8.003444322
EOG7J4D22	115.6403457
EOG7J4D23	1.514431759
EOG7J4D24	109.5595906
EOG7J4D25	77.49664481
EOG7J4D26	101.5414517
EOG7J4D27	64.90079403
EOG7J4D28	2.139951632
EOG7J4D29	102.3675065
EOG7J4D2B	155.8741363
EOG7J4D2C	67.07849289
EOG7J4D2D	105.6760074
EOG7J4D2F	95.3004927
EOG7J4D2G	55.05936544
EOG7J4D2H	62.29017203
EOG7J4D2J	349.8970803
EOG7J4D2K	0.329287175
EOG7J4D2M	12.87853214
EOG7J4D2N	292.8754727
EOG7J4D2P	33.71017269
EOG7J4D2Q	5.734715211
EOG7J4D2R	168.7762623
EOG7J4D2S	3.345721345
EOG7J4D2T	32.56905612
EOG7J4D2V	0.964274387
EOG7J4D2X	1752.507869
EOG7J788N	22.39125649
EOG7J788P	38.42237595
EOG7J788Q	923.993128
EOG7J788R	48.83609846
EOG7J788S	4.1147287
EOG7J788T	30.75795748
EOG7J788V	441.1489669
EOG7J788W	64.58988099
EOG7J788X	231.8751464
EOG7J788Z	38.03944469
EOG7J7890	74.80799768
EOG7J7891	191.7194588
EOG7J7892	74.87034742
EOG7J7893	81.27557179
EOG7J7894	97.11297387
EOG7J7896	115.3531815
EOG7J7897	2.442613621
EOG7J7898	5.207531025
EOG7J7899	102.1229061
EOG7J789B	56.52421085
EOG7J789C	28.26324783
EOG7J789D	89.35707286
EOG7J789G	19.22352542
EOG7J789H	113.1728748
EOG7J789J	80.78025036
EOG7J789K	149.1745847
EOG7J789N	0.72247582
EOG7J789R	0.219343254
EOG7J789T	0.850252049
EOG7JB4HP	245.6094458
EOG7JB4HQ	28.19493305
EOG7JB4HR	102.4855676
EOG7JB4HS	11.0762458
EOG7JB4HT	115.8448683
EOG7JB4HV	33.79854899
EOG7JB4HW	35.85943178
EOG7JB4HX	63.02239298
EOG7JB4HZ	1.560366143
EOG7JB4J0	13.15407704
EOG7JB4J1	153.3139876
EOG7JB4J2	229.5790813
EOG7JB4J3	2.577482901
EOG7JB4J7	163.4181649
EOG7JB4J8	4.679449338
EOG7JB4J9	168.6361964
EOG7JB4JB	74.60445742
EOG7JB4JC	221.4568476
EOG7JB4JD	65.10964557
EOG7JB4JF	58.81093429
EOG7JB4JG	110.2339089
EOG7JB4JH	12.97756568
EOG7JB4JJ	121.1337687
EOG7JB4JK	2052.671496
EOG7JB4JM	13.60006115
EOG7JB4JN	0.981766057
EOG7JB4JP	5.916188369
EOG7JB4JQ	181.3925266
EOG7JB4JR	85.20904668
EOG7JB4JS	17.16431331
EOG7JB4JT	0.236415875
EOG7JB4JW	77.90917646
EOG7JF0RJ	36.22849004
EOG7JF0RK	37.07139158
EOG7JF0RM	36.68664217
EOG7JF0RN	38.66626097
EOG7JF0RP	26.47581057
EOG7JF0RQ	80.35173186
EOG7JF0RR	28.41008513
EOG7JF0RS	474.5961243
EOG7JF0RT	9.627985052
EOG7JF0RV	32.35089702
EOG7JF0RW	53.13442186
EOG7JF0RX	4.580887874
EOG7JF0RZ	129.8408535
EOG7JF0S0	21.58290134
EOG7JF0S1	46.12427373
EOG7JF0S2	1.781970058
